0,0.2328028,0.09160484
1,6.283875,0.1012062
2,6.283875,0.02886926
3,6.283875,0.02117226
4,0,0.01712806
5,0,0.01712806
6,0,0.06108876
7,1.218024,0.09358903
8,1.218024,0.07849871
9,1.218024,0.05382456
10,0,0.06712008
11,0,0.09104376
12,9.102245,0.04913951
13,9.102245,0.02414284
14,9.102245,0.00824596
15,0.5440677,0.03984921
16,0.5440677,0.03030506
17,0.5440677,0.04854991
18,1.052672,0.0380764
19,1.052672,0.08930045
20,0,0.06416172
21,0,0.06555437
22,0,0.07207599
23,1.28,0.04365399
24,4.165305,0.1019783
25,2.67667,0.1030056
26,0,0.1100819
27,0,0.09426975
28,0,0.08625919
29,0,0.1180838
30,0,0.1541983
31,0.5522799,0.1560203
32,0.5522799,0.159178
33,0.7012995,0.06490771
34,0,0.02079289
35,0,0.03082042
36,3.410666,0.03858083
37,3.410666,0.05205359
38,3.410666,0.06463257
39,1.655486,0.02928093
40,1.655486,0.02932492
41,52.22029,0.03249241
42,52.22029,0.01594972
43,0,0.0198528
44,0,0.07842955
45,0,0.07632165
46,2.342979,0.05213006
47,2.342979,0.06419661
48,2.342979,0.05590355
49,0,0.02932597
50,0,0.04767882
51,1.641246,0.03303302
52,1.641246,0.03629663
53,0.1639062,0.05226943
54,0.1639062,0.05595907
55,0,0.0417233
56,0,0.0497365
57,0.1220761,0.05749581
58,0.1220761,0.05609927
59,0,0.02995471
60,0,0.06920056
61,0,0.05101237
62,0,0.04344429
63,25.69466,0.08040236
64,25.69466,0.1121116
65,25.69466,0.1387163
66,0,0.1253742
67,0,0.1266611
68,0.428266,0.1447323
69,0.428266,0.1911245
70,2.209122,0.1570245
71,2.209122,0.1324186
72,32.63058,0.1249078
73,32.63058,0.146934
74,31.6871,0.1555122
75,0,0.1467523
76,0,0.1261032
77,0,0.1524839
78,0,0.130016
79,0,0.09388997
80,0.1422222,0.06904989
81,0.1422222,0.030715
82,0.3654287,0.0385888
83,0.3654287,0.05411428
84,0,0.07436616
85,0,0.07785178
86,44.36464,0.07722293
87,44.36464,0.07065767
88,44.36464,0.06314389
89,0,0.045851
90,0,0.03034985
91,0.9635987,0.03782135
92,0.9635987,0.004235379
93,0.9635987,0.03820864
94,0,0.03738486
95,0,0.02987383
96,0.09645521,0.04587338
97,0.09645521,0.06378473
98,0.2547021,0.07907998
99,0.2547021,0.06500458
100,0,0.05619606
101,0,0.04434718
102,0,0.01835127
103,0.847551,0.01291124
104,0.847551,0.04014371
105,0,0.02066311
106,0,0.0319102
107,0.1684275,0.03228345
108,0.1684275,0.03619946
109,0,0.02516342
110,0,0.03078872
111,0,0.03426189
112,0.03349482,0.04221102
113,0.03349482,0.02494116
114,0.03349482,0.032947
115,0.13807,0.04572506
116,0.13807,0.0239734
117,0.3521415,0.034049
118,0.3521415,0.01367103
119,0.3521415,0.0216317
120,0,0.04675736
121,0,0.03967404
122,19.78332,0.01693911
123,19.78332,0.005883248
124,0,0.03562684
125,0,0.01586331
126,0,0.03572322
127,3.032569,0.0207803
128,3.032569,0.02534813
129,0,0.02975217
130,0,0.006386583
131,6.200735,0.01885827
132,6.200735,0.03036309
133,0,0.03046978
134,0,0.02709937
135,0.6466744,0.03042772
136,0.6466744,0.02397311
137,0.6466744,0.02319884
138,1.756894,0.01867439
139,1.756894,0.01906666
140,0,0.02631433
141,0,0.02129104
142,0.307574,0.01477348
143,0.307574,0.01435731
144,0.307574,0.02658074
145,0,0.03393574
146,0,0.01589703
147,1.145682,0.02008871
148,1.145682,0.03084627
149,0,0.02443736
150,0,0.01421632
151,0,0.01460135
152,0.3263053,0.04442917
153,0.3263053,0.03284001
154,0.3263053,0.03337897
155,0.5278278,0.02686729
156,0.6920416,0.01770148
157,0.6920416,0.02269649
158,0.6920416,0.01676085
159,0.6920416,0.03692973
160,0.6920416,0.01982076
161,0.6920416,0.03293565
162,0.6920416,0.01405254
163,0.6920416,0.02351131
164,0.6920416,0.01748477
165,0.6920416,0.0329799
166,0.6920416,0.04168921
167,0.6920416,0.01842059
168,0.6920416,0.0325197
169,0.6920416,0.03123672
170,0.6920416,0.0196596
171,0.6920416,0.04372237
172,0.6920416,0.02923116
173,0.6920416,0.02326029
174,0.6920416,0.03189211
175,0.6920416,0.03899877
176,0.6920416,0.02008407
177,0.6920416,0.02046504
178,0.6920416,0.01132478
179,0.6920416,0.01196655
180,0.6920416,0.008279957
181,0.6920416,0.02570408
182,0.6920416,0.01323471
183,0.6920416,0.03414215
184,0.6920416,0.04009087
185,0.6920416,0.02531404
186,0.6920416,0.03772372
187,0.6920416,0.05919905
188,0.6920416,0.04148135
189,0.6920416,0.04402474
190,0.6920416,0.03568554
191,0.6920416,0.1180765
192,0.6920416,0.1199939
193,0.6920416,0.1830137
194,0.6920416,0.3429702
195,0.6920416,0.4289079
196,0.6377856,0.5082304
197,0.6377856,0.5443463
198,0.6377856,0.5021638
199,0.6377856,0.4758466
200,0.6377856,0.4042181
201,0.568889,0.4848315
202,0.568889,0.6117047
203,0.6828451,0.6089793
204,0.6828451,0.6598451
205,0.6828451,0.7298916
206,0.6828451,0.9199504
207,0.8071973,0.9534041
208,0.7873895,1.697065
209,1.110342,1.471142
210,1.110342,0.4830681
211,1.28,0.6795012
212,1.110342,1.092979
213,1.395433,1.183686
214,1.515848,0.6141413
215,1.448335,1.33842
216,1.502222,1.944612
217,1.612949,1.702319
218,1.529535,0.9918836
219,1.408566,1.132464
220,1.448335,1.132506
221,1.408566,1.384459
222,1.181576,2.011733
223,1.330688,2.225414
224,1.007643,2.059235
225,0.8784622,1.781472
226,0.7485121,1.771692
227,0.7485121,358.5383
228,0.1550481,1.372436
229,0.146436,1.093986
230,0.07086506,0.894587
231,0.07086506,0.5512754
232,0.06228374,0.4919653
233,0.0241138,0.6254625
234,0.0241138,0.7115386
235,0.020792,0.790742
236,0.009965399,0.7404119
237,0.009965399,0.7237478
238,0.007873896,0.9847634
239,0.00888889,1.511866
240,0.01771626,1.67552
241,0.03349482,1.645892
242,0.05954633,1.539398
243,0.08316801,1.347744
244,0.13807,1.378834
245,0.187128,1.766233
246,0.2547021,1.836742
247,0.3326721,1.670582
248,0.4883045,1.729375
249,0.6114879,1.660926
250,0.7775779,1.569619
251,0.909927,0.7109068
252,1.267482,0.7770371
253,1.267482,1.732678
254,1.098685,1.647566
255,0.7294426,2.062362
256,0.7294426,1.731253
257,0.5039293,0.9270353
258,0.3721645,0.5415024
259,0.3997232,0.362504
260,0.3997232,0.1221607
261,0.3721645,0.5312641
262,0.3721645,1.501969
263,0.2547021,1.861608
264,0.187128,3.117646
265,0.09304114,2.793388
266,0.05954633,1.442861
267,0.01771626,0.9251771
