0,0
1,0
2,0.03349482
3,0.03349482
4,0
5,0
6,0.05687044
7,0.08316801
8,2.015717
9,17.95298
10,17.95298
11,2.6225
12,2.6225
13,1.655486
14,0.3654287
15,0.3654287
16,0.3654287
17,19.58645
18,19.58645
19,1.395433
20,1.395433
21,2.658549
22,2.127459
23,2.127459
24,24.52748
25,21.39352
26,5.581738
27,5.581738
28,10.24005
29,16.57076
30,24.63749
31,21.18882
32,2.586699
33,2.586699
34,4.233483
35,34.82038
36,34.82038
37,34.82038
38,0.6466744
39,0.6466744
40,9.714558
41,9.714558
42,9.714558
43,0.6828451
44,0.7294426
45,0.6828451
46,136.935
47,136.935
48,14.09703
49,14.09703
50,1.96875
51,1.96875
52,1.922338
53,53.34845
54,257.7787
55,1.408566
56,1.28
57,625.3314
58,352.0094
59,352.0094
60,2.6225
61,2.955788
62,2.463331
63,1.529535
64,1632.333
65,1463.512
66,1494.221
67,2.095225
68,2.176272
69,55.14569
70,44.29073
71,18.4737
72,13.80702
73,30.02369
74,9.853334
75,0.01922338
76,0.01922338
77,0.02768166
78,7.35475
79,5.374063
80,0.03767782
81,0.02768166
82,0.02768166
83,10.70666
84,9.002122
85,2.676664
86,0.1144483
87,0.07689351
88,0.3455902
89,0.4138716
90,0.2017993
91,0.2274818
92,0.2893964
93,387.8387
94,507.4926
95,8.221125
96,10.49001
97,1.90699
98,0.020792
99,0.020792
100,0.020792
101,0.05687044
102,0.05687044
103,0.05687044
104,0.5772857
105,0.7012995
106,10.88891
107,10.88891
108,0
109,0
110,0
111,0.1339793
112,0.1182315
113,0.03767782
114,0
115,0
116,0.05687044
117,0.04678201
118,0
119,0
120,0.4805844
121,0.4805844
122,0
123,0
124,0
125,0.985498
126,0.5039293
127,0.01627067
128,0.0002768167
129,0.0002768167
130,0
131,0
132,3.149564
133,3.149564
134,0.08000001
135,0.1259823
136,0.1684275
137,0
138,3.07574E-05
139,0
140,0
141,0
142,0
143,0
144,0
145,0.07689351
146,0.07689351
147,0.0004921185
148,0.0004921185
149,0
150,0
151,0
152,0.007873896
153,0.8171934
154,0.8171934
155,0.8171934
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0.03149558
165,0.05425606
166,0.05425606
167,0
168,0
169,1.030035
170,1.030035
171,0.378962
172,0.3858208
173,0.4138716
174,0
175,0
176,0.04921184
177,0.09645521
178,0.1776548
179,0.1776548
180,0.9419454
181,2.326029
182,21.0868
183,21.0868
184,5.069934
185,5.195577
186,0.8784622
187,0.3263053
188,0.6466744
189,0
190,0
191,0
192,0.3587543
193,0.2222222
194,0.08000001
195,0
196,0
197,0
198,0.001107267
199,0.006028451
200,0.003721646
201,0.585744
202,0.5605537
203,0.535917
204,0.6114879
205,0.6828451
206,1.831173
207,1.421761
208,1.421761
209,0
210,0
211,0
212,0.4960861
213,0.4960861
214,0.6377856
215,0
216,0
217,0
218,0.001107267
219,0.00307574
220,7.968681
221,7.057024
222,7.968681
223,8.542245
224,0.03555556
225,0.02242215
226,0
227,0
228,0
229,3.07574E-05
230,3.07574E-05
231,3.07574E-05
232,0.3014533
233,0.3014533
234,0.3014533
235,0
236,0
237,0
238,0.1144483
239,0.3455902
240,0.3455902
241,0
242,0
243,0
244,0
245,1.861315
246,1.861315
247,1.861315
248,0.0004921185
249,0.0004921185
250,0.0004921185
251,0
252,0
253,0
254,0.007873896
255,0.007873896
256,0.004429066
257,4.872101
258,4.872101
259,0
260,0
261,0.1776548
262,0.1776548
263,2.749744
264,3.660903
265,4.84765
266,0
267,0
268,240.2776
269,298.063
270,0
271,0
272,0
273,0
274,3.268779
275,3.268779
276,5.529451
277,5.529451
278,5.529451
279,0
280,0
281,1.16955
282,1.230296
283,1.16955
284,1.16955
285,1.16955
286,0
287,0
288,0
289,0.5198001
290,0.6377856
291,0
292,0
293,54.98108
294,54.98108
295,0.9419454
296,0.7485121
297,0
298,0
299,0.5039293
300,0.3721645
301,0.4653287
302,0
303,0
304,4.678207
305,4.678207
306,6.228383
307,0
308,0
309,0
310,0.006920415
311,0.006920415
312,0.1594464
313,0.1639062
314,0
315,0
316,0.307574
317,0.307574
318,0.6828451
319,0.1070665
320,0.0679431
321,0.05687044
322,0
323,0
324,0.007873896
